t_list,x_list,v0_scn,L_scn,n_scn,N. file,LWR_flag,processed
"[215.56000000000003, 215.61, 215.66000000000003, 215.71000000000004, 215.76000000000002, 215.81000000000003, 215.86, 215.91000000000003, 215.96000000000004, 216.01000000000005, 216.06000000000003, 216.11, 216.16000000000003, 216.21000000000004, 216.26000000000002, 216.31, 216.36]","[array([64.79138291, 66.3669566 , 67.94324624, 69.52024172, 71.09793153,
       72.67630293, 74.25534697, 75.8350543 , 77.41541521, 78.99641748,
       80.57805336, 82.16031392, 83.74319117, 85.32667342, 86.91075399,
       88.49542405, 90.08067728]), array([ 90.0369792 ,  91.7477193 ,  93.4584594 ,  95.1691995 ,
        96.87993959,  98.59067969, 100.30141979, 102.01215988,
       103.72289998, 105.43364008, 107.14438018, 108.85512027,
       110.56586037, 112.27660047, 113.98734057, 115.69808066,
       117.40882076])]",34.21480194603581,2.0,9,3,Lin,pre
"[234.76000000000002, 234.81000000000003, 234.86, 234.91000000000003, 234.96000000000004, 235.01000000000005, 235.06000000000003, 235.11, 235.16000000000003, 235.21000000000004, 235.26000000000002, 235.31, 235.36, 235.41000000000003, 235.46000000000004, 235.51000000000002, 235.56000000000003, 235.61, 235.66000000000003, 235.71000000000004, 235.76000000000002, 235.81000000000003, 235.86, 235.91000000000003, 235.96000000000004, 236.01000000000005, 236.06000000000003, 236.11, 236.16000000000003, 236.21000000000004, 236.26000000000002, 236.31, 236.36, 236.41000000000003, 236.46000000000004, 236.51000000000002, 236.56000000000003]","[array([ 55.90428962,  56.51223316,  57.33538186,  58.2978086 ,
        59.35989287,  60.49785579,  61.69609053,  62.94370987,
        64.23275372,  65.55719646,  66.91234162,  68.29445115,
        69.70048875,  71.12794928,  72.57473302,  74.03906396,
        75.51942437,  77.01450312,  78.5231559 ,  80.04438095,
        81.57729417,  83.12111231,  84.6751328 ,  86.23872627,
        87.81132552,  89.39241847,  90.98154029,  92.57826321,
        94.18219925,  95.79299131,  97.41031482,  99.03386223,
       100.66335499, 102.29853203, 103.93915716, 105.58499978,
       107.23585229]), array([ 62.45247477,  64.47243693,  66.49239909,  68.51236125,
        70.5323234 ,  72.55228556,  74.57224772,  76.59220987,
        78.61217203,  80.63213419,  82.65209634,  84.6720585 ,
        86.69202066,  88.71198281,  90.73194497,  92.75190713,
        94.77186928,  96.79183144,  98.8117936 , 100.83175575,
       102.85171791, 104.87168007, 106.89164222, 108.91160438,
       110.93156654, 112.95152869, 114.97149085, 116.99145301,
       119.01141516, 121.03137732, 123.05133948, 125.07130163,
       127.09126379, 129.11122595, 131.1311881 , 133.15115026,
       135.17111242])]",40.39924313432121,5.070918695750445,10,3,Lin,pre
"[237.36, 237.41000000000003, 237.46000000000004, 237.51000000000002, 237.56000000000003, 237.61, 237.66000000000003, 237.71000000000004, 237.76000000000002]","[array([72.11358921, 73.48532609, 74.86393911, 76.24897992, 77.64004754,
       79.03678159, 80.43885802, 81.8459776 , 83.25787155]), array([84.894796  , 86.56989147, 88.24498693, 89.9200824 , 91.59517787,
       93.27027333, 94.9453688 , 96.62046427, 98.29555973])]",33.50190933320705,2.3421388407855153,11,3,Lin,pre
"[268.56, 268.61, 268.66, 268.71000000000004, 268.76000000000005, 268.81000000000006, 268.86, 268.91, 268.96000000000004, 269.01000000000005, 269.06000000000006, 269.11, 269.16, 269.21000000000004, 269.26, 269.31, 269.36, 269.41, 269.46000000000004, 269.51, 269.56, 269.61, 269.66, 269.71000000000004, 269.76000000000005, 269.81000000000006, 269.86, 269.91, 269.96000000000004, 270.01000000000005, 270.06000000000006, 270.11, 270.16, 270.21000000000004, 270.26, 270.31, 270.36, 270.41, 270.46000000000004, 270.51, 270.56, 270.61, 270.66, 270.71000000000004, 270.76000000000005, 270.81000000000006, 270.86, 270.91, 270.96000000000004]","[array([ 3.79089063,  5.1655202 ,  6.54142185,  7.91856515,  9.29692116,
       10.67646177, 12.05716076, 13.43899142, 14.82192917, 16.20594972,
       17.59103086, 18.97714913, 20.36428331, 21.75241236, 23.14151691,
       24.53157691, 25.92257334, 27.31448809, 28.70730379, 30.10100375,
       31.49557046, 32.89098791, 34.28724132, 35.68431601, 37.08219592,
       38.48086708, 39.88031638, 41.28053117, 42.68149683, 44.08320075,
       45.48563134, 46.88877759, 48.29262643, 49.69716609, 51.10238636,
       52.50827758, 53.91482823, 55.32202705, 56.72986512, 58.13833378,
       59.54742305, 60.95712203, 62.367423  , 63.77831792, 65.18979833,
       66.60185373, 68.0144774 , 69.42766165, 70.84139949]), array([23.10897104, 24.64163038, 26.17428972, 27.70694906, 29.2396084 ,
       30.77226775, 32.30492709, 33.83758643, 35.37024577, 36.90290511,
       38.43556446, 39.9682238 , 41.50088314, 43.03354248, 44.56620182,
       46.09886117, 47.63152051, 49.16417985, 50.69683919, 52.22949853,
       53.76215788, 55.29481722, 56.82747656, 58.3601359 , 59.89279525,
       61.42545459, 62.95811393, 64.49077327, 66.02343261, 67.55609196,
       69.0887513 , 70.62141064, 72.15406998, 73.68672932, 75.21938867,
       76.75204801, 78.28470735, 79.81736669, 81.35002603, 82.88268538,
       84.41534472, 85.94800406, 87.4806634 , 89.01332274, 90.54598209,
       92.07864143, 93.61130077, 95.14396011, 96.67661945])]",30.653186841245457,2.0,12,3,Lin,pre
"[292.56, 292.61, 292.66, 292.71000000000004, 292.76000000000005, 292.81000000000006, 292.86, 292.91, 292.96000000000004, 293.01000000000005, 293.06000000000006, 293.11, 293.16, 293.21000000000004, 293.26, 293.31, 293.36, 293.41, 293.46000000000004, 293.51, 293.56, 293.61, 293.66, 293.71000000000004, 293.76000000000005, 293.81000000000006, 293.86, 293.91, 293.96000000000004, 294.01000000000005, 294.06000000000006, 294.11, 294.16, 294.21000000000004, 294.26, 294.31, 294.36, 294.41, 294.46000000000004, 294.51, 294.56]","[array([26.71242633, 27.74957499, 28.79100797, 29.83651944, 30.88591977,
       31.93903355, 32.99569892, 34.05576367, 35.11908758, 36.18553902,
       37.25499705, 38.32734481, 39.40247532, 40.48028675, 41.56068622,
       42.64358148, 43.72888885, 44.81652756, 45.90642466, 46.99850561,
       48.09270353, 49.18895321, 50.28719586, 51.38737069, 52.48942289,
       53.59329908, 54.69895066, 55.80632808, 56.91538512, 58.02607772,
       59.13836469, 60.25220579, 61.36756111, 62.48439398, 63.60266868,
       64.72235284, 65.84341113, 66.96581211, 68.08952676, 69.21452664,
       70.34078084]), array([41.88563807, 43.18205159, 44.47846511, 45.77487863, 47.07129214,
       48.36770566, 49.66411918, 50.9605327 , 52.25694621, 53.55335973,
       54.84977325, 56.14618677, 57.44260029, 58.7390138 , 60.03542732,
       61.33184084, 62.62825436, 63.92466788, 65.22108139, 66.51749491,
       67.81390843, 69.11032195, 70.40673546, 71.70314898, 72.9995625 ,
       74.29597602, 75.59238954, 76.88880305, 78.18521657, 79.48163009,
       80.77804361, 82.07445712, 83.37087064, 84.66728416, 85.96369768,
       87.2601112 , 88.55652471, 89.85293823, 91.14935175, 92.44576527,
       93.74217878])]",25.928270356197242,3.060360267348857,13,3,Lin,pre
"[299.76000000000005, 299.81000000000006, 299.86, 299.91, 299.96000000000004, 300.01, 300.06, 300.11, 300.15999999999997, 300.21, 300.26, 300.30999999999995, 300.35999999999996, 300.40999999999997, 300.46, 300.51, 300.56]","[array([75.6759733 , 75.37563695, 76.19025312, 77.26392689, 78.47368961,
       79.7709874 , 81.13069444, 82.53780918, 83.98252061, 85.45799898,
       86.95925707, 88.48252887, 90.02488442, 91.58399196, 93.15795608,
       94.74521487, 96.34446429]), array([ 76.28242995,  78.23622504,  80.19002013,  82.14381522,
        84.09761031,  86.0514054 ,  88.00520049,  89.95899557,
        91.91279066,  93.86658575,  95.82038084,  97.77417593,
        99.72797102, 101.68176611, 103.6355612 , 105.58935629,
       107.54315138])]",39.075901779111824,2.0,14,3,Lin,pre
"[331.56, 331.61, 331.65999999999997, 331.71, 331.76, 331.81, 331.86, 331.90999999999997, 331.96, 332.01, 332.05999999999995, 332.10999999999996, 332.15999999999997, 332.21, 332.26, 332.30999999999995, 332.35999999999996, 332.40999999999997, 332.46, 332.51, 332.56]","[array([18.10719574, 19.3858776 , 20.66487088, 21.94417283, 23.22378043,
       24.50368996, 25.78389908, 27.06440501, 28.34520527, 29.62629612,
       30.90767552, 32.18934049, 33.47128918, 34.75351783, 36.03602472,
       37.31880653, 38.60186207, 39.88518762, 41.16878129, 42.45264072,
       43.73676401]), array([46.95294021, 48.32671522, 49.70049022, 51.07426523, 52.44804024,
       53.82181525, 55.19559025, 56.56936526, 57.94314027, 59.31691527,
       60.69069028, 62.06446529, 63.4382403 , 64.8120153 , 66.18579031,
       67.55956532, 68.93334033, 70.30711533, 71.68089034, 73.05466535,
       74.42844036])]",27.475500147087434,2.0,15,3,Lin,pre
"[338.35999999999996, 338.40999999999997, 338.46, 338.51, 338.56, 338.61, 338.65999999999997, 338.71, 338.76, 338.81, 338.86, 338.90999999999997, 338.96]","[array([ 94.79476701,  95.8294179 ,  96.87812395,  97.93929796,
        99.01163256, 100.0940341 , 101.18557333, 102.28545762,
       103.39300229, 104.50761338, 105.62876929, 106.75600654,
       107.88891628]), array([102.60901494, 103.98929214, 105.36956933, 106.74984653,
       108.13012372, 109.51040092, 110.89067811, 112.2709553 ,
       113.6512325 , 115.03150969, 116.41178689, 117.79206408,
       119.17234128])]",27.605543894075584,2.0,16,3,Lin,pre
"[377.55999999999995, 377.60999999999996, 377.65999999999997, 377.71, 377.76, 377.81, 377.86, 377.90999999999997, 377.96, 378.01, 378.05999999999995, 378.10999999999996, 378.15999999999997, 378.21, 378.26, 378.31, 378.36]","[array([38.89954467, 40.3530207 , 41.81190631, 43.27601489, 44.74517256,
       46.21921369, 47.69798419, 49.18133318, 50.66912125, 52.16121409,
       53.65748774, 55.15781772, 56.66209046, 58.17019518, 59.68203059,
       61.19749237, 62.71648663]), array([ 77.75190863,  79.66921642,  81.58652422,  83.50383202,
        85.42113982,  87.33844761,  89.25575541,  91.17306321,
        93.090371  ,  95.0076788 ,  96.9249866 ,  98.8422944 ,
       100.75960219, 102.67690999, 104.59421779, 106.51152558,
       108.42883338])]",38.34615594389521,9.455197547169952,17,3,Lin,pre
"[385.76, 385.81, 385.86, 385.90999999999997, 385.96, 386.01, 386.05999999999995, 386.10999999999996, 386.15999999999997, 386.21, 386.26, 386.31, 386.36, 386.40999999999997, 386.46, 386.51, 386.55999999999995, 386.60999999999996, 386.65999999999997, 386.71, 386.76, 386.81, 386.86, 386.90999999999997, 386.96]","[array([39.10334441, 40.54664271, 41.99025019, 43.43416299, 44.8783798 ,
       46.32289634, 47.76771046, 49.21281944, 50.6582211 , 52.1039118 ,
       53.54988946, 54.99615156, 56.44269591, 57.88951927, 59.33661962,
       60.78399458, 62.2316419 , 63.67955881, 65.1277433 , 66.57619318,
       68.02490601, 69.47387957, 70.92311182, 72.37260077, 73.82234371]), array([ 70.3471163 ,  71.88895687,  73.43079745,  74.97263803,
        76.51447861,  78.05631919,  79.59815977,  81.14000035,
        82.68184092,  84.2236815 ,  85.76552208,  87.30736266,
        88.84920324,  90.39104382,  91.9328844 ,  93.47472497,
        95.01656555,  96.55840613,  98.10024671,  99.64208729,
       101.18392787, 102.72576845, 104.26760902, 105.8094496 ,
       107.35129018])]",30.83681157054796,2.0,18,3,Lin,pre
"[402.76, 402.81, 402.86, 402.90999999999997, 402.96, 403.01, 403.05999999999995, 403.10999999999996, 403.15999999999997, 403.21, 403.26, 403.31, 403.36, 403.40999999999997, 403.46, 403.51, 403.55999999999995]","[array([ 74.48554398,  76.10554069,  77.72649156,  79.34838034,
        80.97118759,  82.59489546,  84.21948893,  85.84495382,
        87.47127344,  89.09843085,  90.72641322,  92.35520781,
        93.98480052,  95.61517523,  97.24632094,  98.87822588,
       100.51087834]), array([ 97.93413474,  99.70466244, 101.47519014, 103.24571785,
       105.01624555, 106.78677325, 108.55730096, 110.32782866,
       112.09835636, 113.86888407, 115.63941177, 117.40993947,
       119.18046718, 120.95099488, 122.72152258, 124.49205029,
       126.26257799])]",35.41055406741861,2.0,19,3,Lin,pre
"[417.15999999999997, 417.21, 417.26, 417.31, 417.36, 417.40999999999997, 417.46, 417.51, 417.55999999999995, 417.60999999999996, 417.65999999999997, 417.71, 417.76, 417.81, 417.86, 417.90999999999997, 417.96, 418.01, 418.05999999999995, 418.10999999999996, 418.15999999999997]","[array([66.76278803, 68.29144483, 69.82067438, 71.35046898, 72.88082186,
       74.41172294, 75.94316653, 77.47514495, 79.00765287, 80.5406806 ,
       82.07422327, 83.60827299, 85.14282583, 86.67787253, 88.21340893,
       89.74942677, 91.28592351, 92.82289026, 94.36032249, 95.89821467,
       97.43656233]), array([ 93.35883732,  95.01148303,  96.66412874,  98.31677446,
        99.96942017, 101.62206588, 103.27471159, 104.9273573 ,
       106.58000301, 108.23264872, 109.88529443, 111.53794014,
       113.19058585, 114.84323156, 116.49587727, 118.14852298,
       119.80116869, 121.4538144 , 123.10646011, 124.75910582,
       126.41175153])]",33.052914204145026,2.0,20,3,Lin,pre
"[427.36, 427.40999999999997, 427.46, 427.51, 427.55999999999995, 427.60999999999996, 427.65999999999997, 427.71, 427.76]","[array([69.60136332, 71.2074327 , 72.81566164, 74.42597903, 76.03832012,
       77.65262283, 79.26883011, 80.88688577, 82.50673548]), array([ 87.6170211 ,  89.42241343,  91.22780575,  93.03319808,
        94.83859041,  96.64398274,  98.44937507, 100.2547674 ,
       102.06015973])]",36.107846578877535,2.0,21,3,Lin,pre
"[431.76, 431.81, 431.86, 431.90999999999997, 431.96, 432.01, 432.05999999999995, 432.10999999999996, 432.15999999999997, 432.21, 432.26, 432.31, 432.36]","[array([ 88.3793149 ,  89.74440365,  91.13748106,  92.55418822,
        93.99119085,  95.44587349,  96.91613473,  98.4002604 ,
        99.89683169, 101.40465602, 102.92271722, 104.45014488,
       105.98618507]), array([ 95.78250964,  97.63123914,  99.47996864, 101.32869814,
       103.17742764, 105.02615714, 106.87488664, 108.72361613,
       110.57234563, 112.42107513, 114.26980463, 116.11853413,
       117.96726363])]",36.97458997820899,2.0,22,3,Lin,pre
"[436.15999999999997, 436.21, 436.26, 436.31, 436.36, 436.40999999999997, 436.46, 436.51, 436.55999999999995, 436.60999999999996, 436.65999999999997, 436.71, 436.76, 436.81, 436.86, 436.90999999999997, 436.96, 437.01, 437.05999999999995, 437.10999999999996, 437.15999999999997, 437.21, 437.26, 437.31, 437.36, 437.40999999999997, 437.46, 437.51, 437.55999999999995]","[array([26.76328361, 28.32044794, 29.87799639, 31.43592524, 32.99423061,
       34.55290748, 36.11195278, 37.67136275, 39.23113424, 40.79126224,
       42.35174412, 43.91257583, 45.47375507, 47.03527685, 48.59713896,
       50.15933692, 51.7218693 , 53.28473119, 54.84792013, 56.41143303,
       57.97526739, 59.53941907, 61.10388572, 62.66866445, 64.23375278,
       65.79914702, 67.36484488, 68.93084367, 70.49714082]), array([ 57.34239071,  59.00832049,  60.67425026,  62.34018004,
        64.00610981,  65.67203959,  67.33796936,  69.00389914,
        70.66982891,  72.33575869,  74.00168846,  75.66761824,
        77.33354802,  78.99947779,  80.66540757,  82.33133734,
        83.99726712,  85.66319689,  87.32912667,  88.99505644,
        90.66098622,  92.32691599,  93.99284577,  95.65877554,
        97.32470532,  98.99063509, 100.65656487, 102.32249464,
       103.98842442])]",33.31859550504593,2.0,23,3,Lin,pre
"[438.15999999999997, 438.21, 438.26, 438.31, 438.36, 438.40999999999997, 438.46, 438.51, 438.55999999999995, 438.60999999999996, 438.65999999999997, 438.71, 438.76]","[array([57.12608512, 58.71416673, 60.3031815 , 61.89311634, 63.48395555,
       65.07568453, 66.66829105, 68.26176345, 69.85608793, 71.45125039,
       73.04724013, 74.64404652, 76.2416576 ]), array([ 91.2220745 ,  92.98945908,  94.75684366,  96.52422824,
        98.29161282, 100.0589974 , 101.82638198, 103.59376656,
       105.36115114, 107.12853572, 108.8959203 , 110.66330488,
       112.43068946])]",35.34769158701291,3.4681590401525058,24,3,Lin,pre
"[464.55999999999995, 464.60999999999996, 464.65999999999997, 464.71, 464.76, 464.81, 464.86, 464.90999999999997, 464.96, 465.01, 465.05999999999995, 465.10999999999996, 465.15999999999997, 465.21, 465.26, 465.31, 465.36, 465.40999999999997, 465.46, 465.51, 465.55999999999995, 465.60999999999996, 465.65999999999997, 465.71, 465.76, 465.81, 465.86, 465.90999999999997, 465.96, 466.01, 466.05999999999995, 466.10999999999996, 466.15999999999997, 466.21, 466.26, 466.31, 466.36, 466.40999999999997, 466.46, 466.51, 466.55999999999995]","[array([39.9773003 , 41.18487604, 42.39333819, 43.60266996, 44.81285279,
       46.02387069, 47.23570868, 48.44835241, 49.66178523, 50.8759928 ,
       52.090962  , 53.30668044, 54.52313335, 55.74030754, 56.95819151,
       58.17677444, 59.39604345, 60.61598602, 61.8365922 , 63.05785233,
       64.27975532, 65.50228919, 66.72544533, 67.94921492, 69.17358852,
       70.3985547 , 71.62410601, 72.85023412, 74.07693119, 75.30418632,
       76.53199306, 77.76034332, 78.98923076, 80.21864503, 81.44858055,
       82.67902924, 83.90998622, 85.14144163, 86.3733907 , 87.60582518,
       88.83874157]), array([ 59.9467274 ,  61.28820805,  62.62968869,  63.97116934,
        65.31264999,  66.65413064,  67.99561129,  69.33709194,
        70.67857259,  72.02005324,  73.36153389,  74.70301453,
        76.04449518,  77.38597583,  78.72745648,  80.06893713,
        81.41041778,  82.75189843,  84.09337908,  85.43485972,
        86.77634037,  88.11782102,  89.45930167,  90.80078232,
        92.14226297,  93.48374362,  94.82522427,  96.16670492,
        97.50818556,  98.84966621, 100.19114686, 101.53262751,
       102.87410816, 104.21558881, 105.55706946, 106.89855011,
       108.24003076, 109.5815114 , 110.92299205, 112.2644727 ,
       113.60595335])]",26.829612976767706,2.0,25,3,Lin,pre
"[479.56, 479.61, 479.65999999999997, 479.71, 479.76, 479.81, 479.86, 479.90999999999997, 479.96, 480.01, 480.05999999999995, 480.10999999999996, 480.15999999999997]","[array([61.24982752, 62.35788722, 63.46604743, 64.57430768, 65.68266747,
       66.79112633, 67.89968374, 69.00833932, 70.11709248, 71.22594287,
       72.33488992, 73.4439333 , 74.55307239]), array([ 99.09217394, 100.26201021, 101.43184648, 102.60168275,
       103.77151902, 104.94135529, 106.11119156, 107.28102783,
       108.4508641 , 109.62070037, 110.79053664, 111.96037291,
       113.13020918])]",23.396725408877863,2.0,26,3,Lin,pre
"[486.56, 486.61, 486.65999999999997, 486.71, 486.76, 486.81, 486.86, 486.90999999999997, 486.96, 487.01, 487.05999999999995, 487.10999999999996, 487.15999999999997, 487.21, 487.26, 487.31, 487.36, 487.41, 487.46000000000004, 487.51, 487.56]","[array([60.7352276 , 61.82363018, 62.91307122, 64.00353342, 65.0949964 ,
       66.1874424 , 67.28085537, 68.37522026, 69.47051902, 70.5667352 ,
       71.6638547 , 72.76186428, 73.86074813, 74.96049069, 76.06107965,
       77.16250314, 78.26474746, 79.36779779, 80.47164339, 81.57627339,
       82.68167602]), array([ 88.69766506,  89.95749712,  91.21732918,  92.47716124,
        93.7369933 ,  94.99682536,  96.25665742,  97.51648948,
        98.77632154, 100.0361536 , 101.29598566, 102.55581772,
       103.81564977, 105.07548183, 106.33531389, 107.59514595,
       108.85497801, 110.11481007, 111.37464213, 112.63447419,
       113.89430625])]",25.196641182212737,3.8165922960340817,27,3,Lin,pre
"[538.76, 538.81, 538.86, 538.9100000000001, 538.96, 539.01, 539.06, 539.11, 539.16, 539.21, 539.26, 539.31, 539.36, 539.41, 539.46, 539.51, 539.56, 539.6099999999999, 539.66, 539.71, 539.76, 539.81, 539.86, 539.9100000000001, 539.96]","[array([47.63358275, 48.68736076, 49.74562415, 50.80819356, 51.87490437,
       52.94560053, 54.0201389 , 55.0983791 , 56.18019331, 57.26545876,
       58.35406359, 59.44589514, 60.54085203, 61.63883558, 62.73975646,
       63.84352286, 64.95005236, 66.0592644 , 67.17108599, 68.28544182,
       69.40226335, 70.52148407, 71.6430429 , 72.76687805, 73.89293109]), array([ 71.5352331 ,  72.92088608,  74.30653907,  75.69219206,
        77.07784505,  78.46349804,  79.84915103,  81.23480402,
        82.62045701,  84.00610999,  85.39176298,  86.77741597,
        88.16306896,  89.54872195,  90.93437494,  92.32002793,
        93.70568092,  95.0913339 ,  96.47698689,  97.86263988,
        99.24829287, 100.63394586, 102.01959885, 103.40525184,
       104.79090483])]",27.71305977535029,5.764373918549086,28,3,Lin,pre
"[544.16, 544.21, 544.26, 544.31, 544.36, 544.41, 544.46, 544.51, 544.56, 544.6099999999999, 544.66, 544.71, 544.76, 544.81, 544.86, 544.9100000000001, 544.96, 545.01, 545.06, 545.11, 545.16]","[array([45.48487822, 46.48329845, 47.48430769, 48.48784025, 49.49383691,
       50.5022392 , 51.5129936 , 52.52604442, 53.54134041, 54.55883176,
       55.57847209, 56.60021435, 57.62401329, 58.64982636, 59.6776127 ,
       60.7073327 , 61.73894579, 62.77241549, 63.80770521, 64.84478186,
       65.88360853]), array([ 83.16056982,  84.47379096,  85.7870121 ,  87.10023324,
        88.41345438,  89.72667552,  91.03989666,  92.3531178 ,
        93.66633894,  94.97956008,  96.29278122,  97.60600236,
        98.91922349, 100.23244463, 101.54566577, 102.85888691,
       104.17210805, 105.48532919, 106.79855033, 108.11177147,
       109.42499261])]",26.264422795137172,9.069202546027606,29,3,Lin,pre
"[563.76, 563.81, 563.86, 563.9100000000001, 563.96, 564.01, 564.06, 564.11, 564.16, 564.21, 564.26, 564.31, 564.36]","[array([47.57385673, 48.88821513, 50.20342076, 51.51946321, 52.83633007,
       54.15400931, 55.47249124, 56.79176644, 58.11182389, 59.4326519 ,
       60.75424186, 62.07658509, 63.3996719 ]), array([ 87.88154944,  89.38154944,  90.88154944,  92.38154944,
        93.88154944,  95.38154944,  96.88154944,  98.38154944,
        99.88154944, 101.38154944, 102.88154944, 104.38154944,
       105.88154944])]",30.0,5.0,30,3,Lin,pre
"[566.96, 567.01, 567.06, 567.11, 567.16, 567.21, 567.26, 567.31, 567.36]","[array([70.00641698, 70.46384167, 71.00196399, 71.60005502, 72.24498283,
       72.92780683, 73.64211011, 74.38310939, 75.14712126]), array([76.10401731, 77.34593148, 78.58784565, 79.82975982, 81.07167399,
       82.31358816, 83.55550233, 84.7974165 , 86.03933067])]",24.83828340203781,4.099495434282382,31,3,Lin,pre
"[573.76, 573.81, 573.86, 573.9100000000001, 573.96, 574.01, 574.06, 574.11, 574.16, 574.21, 574.26, 574.31, 574.36, 574.41, 574.46, 574.51, 574.56]","[array([72.94640917, 74.24164712, 75.53903506, 76.83849776, 78.139967  ,
       79.44337752, 80.74866946, 82.05578401, 83.36466473, 84.67525939,
       85.98751797, 87.3013948 , 88.6168417 , 89.93381532, 91.25227618,
       92.57218567, 93.89350271]), array([ 88.75040921,  90.23205075,  91.71369229,  93.19533383,
        94.67697538,  96.15861692,  97.64025846,  99.1219    ,
       100.60354154, 102.08518308, 103.56682462, 105.04846616,
       106.53010771, 108.01174925, 109.49339079, 110.97503233,
       112.45667387])]",29.632830823458164,2.0,32,3,Lin,pre
"[587.76, 587.81, 587.86, 587.9100000000001, 587.96, 588.01, 588.06, 588.11, 588.16]","[array([71.02947838, 71.94764437, 72.88239511, 73.83239555, 74.79648108,
       75.77362999, 76.76293355, 77.76358685, 78.77486918]), array([ 90.50598361,  92.00921751,  93.5124514 ,  95.01568529,
        96.51891918,  98.02215307,  99.52538696, 101.02862085,
       102.53185474])]",30.064677821429218,7.694254877055919,33,3,Lin,pre
"[590.36, 590.41, 590.46, 590.51, 590.56, 590.6099999999999, 590.66, 590.71, 590.76, 590.81, 590.86, 590.9100000000001, 590.96, 591.01, 591.06, 591.11, 591.16, 591.21, 591.26, 591.31, 591.36, 591.41, 591.46, 591.51, 591.56, 591.6099999999999, 591.66, 591.71, 591.76]","[array([53.5173225 , 53.24975301, 53.47002591, 53.84982734, 54.31777567,
       54.84375474, 55.41167376, 56.01173895, 56.63746075, 57.28427977,
       57.94884095, 58.62859799, 59.3215605 , 60.0261388 , 60.74103568,
       61.46518028, 62.19767616, 62.93776326, 63.68478766, 64.43818588,
       65.1974664 , 65.96219927, 66.7320034 , 67.50653898, 68.28550354,
       69.06862586, 69.85566303, 70.6463904 , 71.44060706]), array([54.46420443, 55.44666213, 56.42911982, 57.41157752, 58.39403521,
       59.37649291, 60.3589506 , 61.3414083 , 62.32386599, 63.30632368,
       64.28878138, 65.27123907, 66.25369677, 67.23615446, 68.21861216,
       69.20106985, 70.18352755, 71.16598524, 72.14844294, 73.13090063,
       74.11335833, 75.09581602, 76.07827372, 77.06073141, 78.04318911,
       79.0256468 , 80.00810449, 80.99056219, 81.97301988])]",19.64915389392469,2.0,34,3,Lin,pre
"[16.16, 16.21, 16.259999999999998, 16.31, 16.36, 16.41, 16.46, 16.509999999999998, 16.56, 16.61, 16.66, 16.71, 16.76]","[array([79.56038552, 81.09459182, 82.62735183, 84.15880524, 85.68908434,
       87.21831466, 88.74661458, 90.27409795, 91.80087159, 93.32703745,
       94.85269039, 96.37792341, 97.90282247]), array([103.41296384, 104.83324936, 106.26377692, 107.70384859,
       109.15284276, 110.61020361, 112.07543246, 113.54807229,
       115.02771314, 116.5139797 , 118.00653479, 119.50505873,
       121.00926501]), array([120.70449223, 122.55590662, 124.407321  , 126.25873539,
       128.11014977, 129.96156416, 131.81297854, 133.66439293,
       135.51580731, 137.3672217 , 139.21863609, 141.07005047,
       142.92146486])]",37.028287702432664,4.076788496652838,35,3,Lin,pre
"[17.56, 17.61, 17.66, 17.71, 17.76, 17.810000000000002, 17.86, 17.91, 17.96]","[array([47.71833773, 48.96424332, 50.2264064 , 51.50344843, 52.79417692,
       54.09755064, 55.41265223, 56.73867163, 58.07488831]), array([63.24480263, 64.9382111 , 66.63198586, 68.32612426, 70.0206237 ,
       71.71548159, 73.41069536, 75.10626251, 76.80218053]), array([125.48716658, 127.33193447, 129.17670236, 131.02147025,
       132.86623814, 134.71100603, 136.55577391, 138.4005418 ,
       140.24530969])]",36.89535778631722,5.113067713858557,36,3,Lin,pre
"[23.96, 24.01, 24.060000000000002, 24.11, 24.16, 24.21, 24.259999999999998, 24.31, 24.36, 24.41, 24.46, 24.51, 24.560000000000002, 24.610000000000003, 24.660000000000004, 24.71, 24.76]","[array([63.62283422, 64.54728887, 65.50184933, 66.48122855, 67.48152538,
       68.49976604, 69.53361872, 70.58121927, 71.64104901, 72.71185021,
       73.79256505, 74.88229723, 75.98027866, 77.08584604, 78.1984187 ,
       79.31748702, 80.44260086]), array([69.18287647, 70.49719631, 71.81189352, 73.12696398, 74.44240362,
       75.75820847, 77.07437457, 78.3908981 , 79.70777526, 81.02500236,
       82.34257571, 83.66049174, 84.97874693, 86.29733782, 87.61626097,
       88.93551305, 90.25509076]), array([ 96.78974958,  98.20651814,  99.6232867 , 101.04005526,
       102.45682382, 103.87359239, 105.29036095, 106.70712951,
       108.12389807, 109.54066663, 110.95743519, 112.37420375,
       113.79097231, 115.20774087, 116.62450943, 118.04127799,
       119.45804655])]",28.33537120207496,2.0,37,3,Lin,pre
