t_list,x_list,v0_scn,L_scn,n_scn,N. file,LWR_flag,processed
"[159.92, 159.97, 160.01999999999998, 160.07, 160.12, 160.17000000000002, 160.22, 160.26999999999998, 160.32, 160.37, 160.42000000000002, 160.47, 160.52, 160.57, 160.62, 160.67000000000002, 160.72, 160.76999999999998, 160.82, 160.87, 160.92]","[array([27.5184678 , 28.18231113, 28.85115746, 29.52483002, 30.20316306,
       30.88599978, 31.57319289, 32.26460082, 32.96009136, 33.65953818,
       34.36282311, 35.0698304 , 35.7804527 , 36.49458643, 37.21213527,
       37.93300288, 38.65710084, 39.38434292, 40.1146495 , 40.84793925,
       41.58413837]), array([61.32465191, 62.40475877, 63.48486564, 64.5649725 , 65.64507937,
       66.72518623, 67.80529309, 68.88539996, 69.96550682, 71.04561369,
       72.12572055, 73.20582741, 74.28593428, 75.36604114, 76.44614801,
       77.52625487, 78.60636173, 79.6864686 , 80.76657546, 81.84668233,
       82.92678919])]",21.602137279764246,13.10881812372415,16,10,Lin,pre
"[182.72, 182.76999999999998, 182.82, 182.87, 182.92, 182.97, 183.01999999999998, 183.07, 183.12, 183.17000000000002, 183.22, 183.26999999999998, 183.32, 183.37, 183.42000000000002, 183.47, 183.52]","[array([22.97323555, 24.14272497, 25.31229649, 26.4819497 , 27.6516844 ,
       28.82150008, 29.9913965 , 31.16137326, 32.33143025, 33.50156681,
       34.67178278, 35.84207779, 37.01245182, 38.18290402, 39.35343432,
       40.52404242, 41.69472839]), array([64.80492148, 66.03308933, 67.26125718, 68.48942503, 69.71759287,
       70.94576072, 72.17392857, 73.40209641, 74.63026426, 75.85843211,
       77.08659996, 78.3147678 , 79.54293565, 80.7711035 , 81.99927134,
       83.22743919, 84.45560704])]",24.563356942271437,2.0,17,10,Lin,pre
"[188.92, 188.97, 189.01999999999998, 189.07, 189.12, 189.17000000000002, 189.22, 189.26999999999998, 189.32, 189.37, 189.42000000000002, 189.47, 189.52, 189.57, 189.62, 189.67000000000002, 189.72, 189.76999999999998, 189.82, 189.87, 189.92, 189.97, 190.01999999999998, 190.07, 190.12]","[array([43.32809784, 44.38972821, 45.47192691, 46.57183023, 47.68718209,
       48.81616934, 49.95730587, 51.10935818, 52.27128971, 53.44221781,
       54.6213825 , 55.80812581, 57.00187325, 58.20212042, 59.40841924,
       60.62037084, 61.83761853, 63.05984228, 64.28675407, 65.51808915,
       66.75360938, 67.99309616, 69.23635275, 70.48319207, 71.73344619]), array([50.40398947, 51.86797445, 53.33195943, 54.79594441, 56.2599294 ,
       57.72391438, 59.18789936, 60.65188434, 62.11586932, 63.57985431,
       65.04383929, 66.50782427, 67.97180925, 69.43579423, 70.89977922,
       72.3637642 , 73.82774918, 75.29173416, 76.75571915, 78.21970413,
       79.68368911, 81.14767409, 82.61165907, 84.07564406, 85.53962904])]",29.279699643103566,2.0,18,10,Lin,pre
"[201.32, 201.37, 201.42000000000002, 201.47, 201.52, 201.57, 201.62, 201.67000000000002, 201.72, 201.76999999999998, 201.82, 201.87, 201.92, 201.97, 202.01999999999998, 202.07, 202.12, 202.17000000000002, 202.22, 202.26999999999998, 202.32, 202.37, 202.42000000000002, 202.47, 202.52, 202.57, 202.62, 202.67000000000002, 202.72, 202.76999999999998, 202.82, 202.87, 202.92, 202.97, 203.01999999999998, 203.07, 203.12]","[array([10.35516216, 11.5930343 , 12.83137343, 14.070174  , 15.30942946,
       16.54913418, 17.78928281, 19.02987018, 20.27089022, 21.51233755,
       22.75420733, 23.99649497, 25.23919499, 26.48230197, 27.72581164,
       28.9697198 , 30.21402162, 31.45871167, 32.70378619, 33.94924117,
       35.19507248, 36.44127473, 37.68784463, 38.93477815, 40.18207193,
       41.42972065, 42.67772144, 43.92607012, 45.17476411, 46.42379819,
       47.6731699 , 48.92287476, 50.17291099, 51.42327351, 52.67395969,
       53.9249663 , 55.17629071]), array([35.18944436, 36.53548257, 37.88152078, 39.227559  , 40.57359721,
       41.91963542, 43.26567364, 44.61171185, 45.95775006, 47.30378827,
       48.64982649, 49.9958647 , 51.34190291, 52.68794113, 54.03397934,
       55.38001755, 56.72605576, 58.07209398, 59.41813219, 60.7641704 ,
       62.11020862, 63.45624683, 64.80228504, 66.14832326, 67.49436147,
       68.84039968, 70.18643789, 71.53247611, 72.87851432, 74.22455253,
       75.57059075, 76.91662896, 78.26266717, 79.60870538, 80.9547436 ,
       82.30078181, 83.64682002])]",26.920764258681093,2.0,19,10,Lin,pre
"[209.32, 209.37, 209.42000000000002, 209.47, 209.52, 209.57, 209.62, 209.67000000000002, 209.72, 209.76999999999998, 209.82, 209.87, 209.92, 209.97, 210.01999999999998, 210.07, 210.12, 210.17000000000002, 210.22, 210.26999999999998, 210.32, 210.37, 210.42000000000002, 210.47, 210.52]","[array([34.59198793, 35.44146758, 36.30689598, 37.186921  , 38.0803718 ,
       38.98622641, 39.90358428, 40.83165047, 41.76971718, 42.71715253,
       43.67338583, 44.63790419, 45.61024181, 46.58997613, 47.57671982,
       48.57011872, 49.56984768, 50.57560739, 51.58712192, 52.60413372,
       53.62640572, 54.65371652, 55.68586217, 56.72264769, 57.76389434]), array([51.32204329, 52.70415456, 54.08626583, 55.4683771 , 56.85048837,
       58.23259965, 59.61471092, 60.99682219, 62.37893346, 63.76104473,
       65.143156  , 66.52526728, 67.90737855, 69.28948982, 70.67160109,
       72.05371236, 73.43582364, 74.81793491, 76.20004618, 77.58215745,
       78.96426872, 80.34638   , 81.72849127, 83.11060254, 84.49271381])]",27.642225437280697,6.549992227780616,20,10,Lin,pre
"[214.72, 214.76999999999998, 214.82, 214.87, 214.92, 214.97, 215.01999999999998, 215.07, 215.12, 215.17000000000002, 215.22, 215.26999999999998, 215.32]","[array([53.1641326 , 54.2830994 , 55.43353405, 56.60996968, 57.8083585 ,
       59.02560554, 60.25927931, 61.50743123, 62.76847079, 64.04107891,
       65.32414542, 66.61672782, 67.91801788]), array([59.57454576, 61.17468294, 62.77482012, 64.3749573 , 65.97509449,
       67.57523167, 69.17536885, 70.77550603, 72.37564321, 73.97578039,
       75.57591757, 77.17605475, 78.77619193])]",32.00274361995088,2.0,21,10,Lin,pre
"[225.52, 225.57, 225.62, 225.67000000000002, 225.72, 225.76999999999998, 225.82, 225.87, 225.92, 225.97, 226.01999999999998, 226.07, 226.12, 226.17000000000002, 226.22, 226.26999999999998, 226.32, 226.37, 226.42000000000002, 226.47, 226.52, 226.57, 226.62, 226.67000000000002, 226.72]","[array([46.81959049, 47.6232737 , 48.51422373, 49.46564005, 50.46214913,
       51.49396386, 52.55439208, 53.63862575, 54.74306788, 55.86494565,
       57.00206579, 58.15266093, 59.31528178, 60.48872153, 61.67196083,
       62.86413179, 64.06448805, 65.27238277, 66.48724798, 67.70858423,
       68.93594898, 70.16894888, 71.40723207, 72.65047883, 73.89840267]), array([50.83401089, 52.32005283, 53.80609477, 55.29213671, 56.77817866,
       58.2642206 , 59.75026254, 61.23630448, 62.72234643, 64.20838837,
       65.69443031, 67.18047225, 68.6665142 , 70.15255614, 71.63859808,
       73.12464002, 74.61068197, 76.09672391, 77.58276585, 79.06880779,
       80.55484974, 82.04089168, 83.52693362, 85.01297556, 86.49901751])]",29.72083885027122,2.0,22,10,Lin,pre
"[235.52, 235.57, 235.62, 235.67000000000002, 235.72, 235.76999999999998, 235.82, 235.87, 235.92]","[array([52.43484963, 53.65210882, 54.87069991, 56.09058971, 57.31174432,
       58.53413258, 59.75772607, 60.98249654, 62.20841442]), array([70.09538765, 71.46733868, 72.8392897 , 74.21124073, 75.58319175,
       76.95514278, 78.3270938 , 79.69904483, 81.07099585])]",27.43902050131998,2.0,23,10,Lin,pre
"[264.12, 264.17, 264.22, 264.27000000000004, 264.32000000000005, 264.37000000000006, 264.4200000000001, 264.47, 264.52000000000004, 264.57000000000005, 264.62, 264.67, 264.72, 264.77000000000004, 264.82000000000005, 264.87, 264.92]","[array([38.56603069, 39.55358383, 40.54207193, 41.53147911, 42.52178752,
       43.51298198, 44.50504803, 45.49797188, 46.49173741, 47.4863308 ,
       48.48173926, 49.47795069, 50.4749507 , 51.47272639, 52.47126647,
       53.47056026, 54.47059499]), array([64.57260886, 65.71700336, 66.86139787, 68.00579238, 69.15018688,
       70.29458139, 71.4389759 , 72.58337041, 73.72776491, 74.87215942,
       76.01655393, 77.16094843, 78.30534294, 79.44973745, 80.59413196,
       81.73852646, 82.88292097])]",22.887890141735696,3.574988036226277,24,10,Lin,pre
"[275.92, 275.97, 276.02, 276.07, 276.12, 276.17, 276.22, 276.27000000000004, 276.32000000000005, 276.37000000000006, 276.4200000000001, 276.47, 276.52000000000004, 276.57000000000005, 276.62, 276.67, 276.72, 276.77000000000004, 276.82000000000005, 276.87, 276.92, 276.97, 277.02, 277.07, 277.12]","[array([31.0862102 , 31.85509915, 32.62603391, 33.39895469, 34.17380764,
       34.9505398 , 35.72910307, 36.50944735, 37.29152766, 38.07529966,
       38.86072292, 39.64775549, 40.43635888, 41.22649576, 42.01813146,
       42.81123094, 43.60576056, 44.40168874, 45.19898521, 45.99762081,
       46.79756561, 47.59879282, 48.40127547, 49.20498955, 50.00990796]), array([53.07184419, 54.05479275, 55.0377413 , 56.02068985, 57.00363841,
       57.98658696, 58.96953552, 59.95248407, 60.93543262, 61.91838118,
       62.90132973, 63.88427828, 64.86722684, 65.85017539, 66.83312395,
       67.8160725 , 68.79902105, 69.78196961, 70.76491816, 71.74786672,
       72.73081527, 73.71376382, 74.69671238, 75.67966093, 76.66260948])]",19.65897107668034,4.811174415902103,25,10,Lin,pre
"[279.52000000000004, 279.57000000000005, 279.62, 279.67, 279.72, 279.77000000000004, 279.82000000000005, 279.87, 279.92]","[array([53.0741284 , 54.01937459, 54.96512614, 55.91137618, 56.85811769,
       57.80534165, 58.75304241, 59.70121338, 60.64984874]), array([73.52572827, 74.57314875, 75.62056923, 76.66798971, 77.71541018,
       78.76283066, 79.81025114, 80.85767161, 81.90509209])]",20.948409543194327,2.0,26,10,Lin,pre
"[282.72, 282.77000000000004, 282.82000000000005, 282.87, 282.92, 282.97, 283.02, 283.07, 283.12, 283.17, 283.22, 283.27000000000004, 283.32000000000005, 283.37000000000006, 283.4200000000001, 283.47, 283.52000000000004]","[array([65.64499177, 65.34113986, 65.62094283, 66.08871806, 66.66002775,
       67.29939598, 67.98790747, 68.71406408, 69.47025332, 70.25113035,
       71.05276388, 71.8721714 , 72.70702239, 73.55545594, 74.41595374,
       75.28726269, 76.16833391]), array([66.72014452, 67.89317011, 69.06619571, 70.2392213 , 71.41224689,
       72.58527248, 73.75829807, 74.93132366, 76.10434925, 77.27737484,
       78.45040043, 79.62342603, 80.79645162, 81.96947721, 83.1425028 ,
       84.31552839, 85.48855398])]",23.460511821096265,2.2833748161675897,27,10,Lin,pre
"[298.32000000000005, 298.37000000000006, 298.4200000000001, 298.47, 298.52000000000004, 298.57000000000005, 298.62, 298.67, 298.72, 298.77000000000004, 298.82000000000005, 298.87, 298.92, 298.97, 299.02, 299.07, 299.12, 299.17, 299.22, 299.27000000000004, 299.32000000000005, 299.37000000000006, 299.4200000000001, 299.47, 299.52000000000004, 299.57000000000005, 299.62, 299.67, 299.72, 299.77000000000004, 299.82000000000005, 299.87, 299.92, 299.97, 300.02, 300.07, 300.12, 300.17, 300.22, 300.27000000000004, 300.32000000000005]","[array([40.63959633, 41.17475381, 41.73365838, 42.31216538, 42.90721019,
       43.51645265, 44.13805524, 44.77054731, 45.41272901, 46.063606  ,
       46.72234133, 47.38822526, 48.06064924, 48.73908732, 49.42307837,
       50.11221834, 50.8061497 , 51.50455544, 52.20715171, 52.91368196,
       53.623916  , 54.33764517, 55.05468144, 55.77484921, 56.49799025,
       57.22395867, 57.95262291, 58.68385597, 59.41754433, 60.15358067,
       60.89186917, 61.63231429, 62.3748313 , 63.11933873, 63.86576397,
       64.61403353, 65.36408166, 66.11584529, 66.86926712, 67.62429027,
       68.38086175]), array([45.42227543, 46.31862328, 47.21497113, 48.11131899, 49.00766684,
       49.90401469, 50.80036255, 51.6967104 , 52.59305825, 53.48940611,
       54.38575396, 55.28210181, 56.17844966, 57.07479752, 57.97114537,
       58.86749322, 59.76384108, 60.66018893, 61.55653678, 62.45288464,
       63.34923249, 64.24558034, 65.1419282 , 66.03827605, 66.9346239 ,
       67.83097176, 68.72731961, 69.62366746, 70.52001531, 71.41636317,
       72.31271102, 73.20905887, 74.10540673, 75.00175458, 75.89810243,
       76.79445029, 77.69079814, 78.58714599, 79.48349385, 80.3798417 ,
       81.27618955])]",17.926957062381238,2.0,28,10,Lin,pre
"[303.52000000000004, 303.57000000000005, 303.62, 303.67, 303.72, 303.77000000000004, 303.82000000000005, 303.87, 303.92, 303.97, 304.02, 304.07, 304.12, 304.17, 304.22, 304.27, 304.32]","[array([64.3368941 , 64.94934127, 65.56466447, 66.18271633, 66.8033656 ,
       67.42648933, 68.05197787, 68.67972318, 69.30962966, 69.94160611,
       70.57557119, 71.21144342, 71.84915011, 72.48862189, 73.12979567,
       73.77260944, 74.41700553]), array([73.62191714, 74.40060693, 75.17929672, 75.95798651, 76.7366763 ,
       77.51536609, 78.29405588, 79.07274567, 79.85143546, 80.63012525,
       81.40881504, 82.18750483, 82.96619462, 83.74488442, 84.52357421,
       85.302264  , 86.08095379])]",15.573795811641268,2.0,29,10,Lin,pre
"[305.72, 305.77000000000004, 305.82000000000005, 305.87, 305.92, 305.97, 306.02, 306.07, 306.12]","[array([73.52373425, 74.00448353, 74.55192299, 75.14644144, 75.77649074,
       76.43459102, 77.11556435, 77.81565774, 78.53204319]), array([76.99610283, 78.02707058, 79.05803832, 80.08900606, 81.1199738 ,
       82.15094155, 83.18190929, 84.21287703, 85.24384477])]",20.619354845135387,2.0,30,10,Lin,pre
"[311.32, 311.37, 311.42, 311.47, 311.52000000000004, 311.57000000000005, 311.62, 311.67, 311.72, 311.77000000000004, 311.82000000000005, 311.87, 311.92, 311.97, 312.02, 312.07, 312.12]","[array([51.71005909, 52.63775729, 53.56647257, 54.49618198, 55.42686079,
       56.35848753, 57.29104214, 58.2245054 , 59.15885548, 60.09407381,
       61.03014307, 61.96704704, 62.90476655, 63.84328508, 64.78258768,
       65.72266045, 66.66348676]), array([67.96518973, 69.02245606, 70.07972239, 71.13698872, 72.19425505,
       73.25152138, 74.30878771, 75.36605404, 76.42332037, 77.4805867 ,
       78.53785303, 79.59511936, 80.65238569, 81.70965202, 82.76691835,
       83.82418468, 84.88145101])]",21.145326606236402,2.0,31,10,Lin,pre
"[316.12, 316.17, 316.22, 316.27, 316.32, 316.37, 316.42, 316.47, 316.52000000000004, 316.57000000000005, 316.62, 316.67, 316.72, 316.77000000000004, 316.82000000000005, 316.87, 316.92]","[array([59.48652154, 59.35699729, 59.38422889, 59.52247177, 59.74466748,
       60.03323723, 60.37599318, 60.76407838, 61.19081245, 61.65101244,
       62.14055575, 62.65610659, 63.19491565, 63.75468819, 64.33347837,
       64.9296277 , 65.54170642]), array([67.82718352, 69.00321241, 70.17924129, 71.35527018, 72.53129906,
       73.70732795, 74.88335683, 76.05938572, 77.2354146 , 78.41144349,
       79.58747237, 80.76350126, 81.93953014, 83.11555903, 84.29158791,
       85.4676168 , 86.64364568])]",23.520577698773366,9.983953330294817,32,10,Lin,pre
"[325.92, 325.97, 326.02, 326.07, 326.12, 326.17, 326.22, 326.27, 326.32, 326.37, 326.42, 326.47, 326.52000000000004, 326.57000000000005, 326.62, 326.67, 326.72, 326.77000000000004, 326.82000000000005, 326.87, 326.92]","[array([51.67405457, 52.04593403, 52.54312156, 53.11902323, 53.75029676,
       54.42326527, 55.12909625, 55.86169742, 56.61665278, 57.3906434 ,
       58.18109472, 58.98596757, 59.80361232, 60.63267203, 61.47201172,
       62.3206742 , 63.17784281, 64.04281458, 64.91497562, 65.79378986,
       66.67878443]), array([54.90823521, 56.0481675 , 57.18809979, 58.32803208, 59.46796437,
       60.60789666, 61.74782895, 62.88776124, 64.02769353, 65.16762582,
       66.30755811, 67.4474904 , 68.58742269, 69.72735498, 70.86728727,
       72.00721956, 73.14715185, 74.28708414, 75.42701643, 76.56694872,
       77.70688101])]",22.798645797798923,2.4378437114803297,33,10,Lin,pre
"[328.72, 328.77000000000004, 328.82000000000005, 328.87, 328.92, 328.97, 329.02, 329.07, 329.12, 329.17, 329.22, 329.27, 329.32]","[array([54.46792498, 55.18204177, 55.89643386, 56.61109831, 57.32603267,
       58.0412331 , 58.75669726, 59.47242242, 60.18840617, 60.90464513,
       61.62113703, 62.33787936, 63.05486968]), array([75.24508303, 76.03510897, 76.8251349 , 77.61516083, 78.40518676,
       79.19521269, 79.98523863, 80.77526456, 81.56529049, 82.35531642,
       83.14534236, 83.93536829, 84.72539422])]",15.800518644542771,2.0,34,10,Lin,pre
"[335.52000000000004, 335.57000000000005, 335.62, 335.67, 335.72, 335.77000000000004, 335.82000000000005, 335.87, 335.92, 335.97, 336.02, 336.07, 336.12]","[array([27.9492996 , 28.74087124, 29.53247401, 30.32410793, 31.11577286,
       31.90746873, 32.69919542, 33.49095295, 34.28274118, 35.07456005,
       35.86640944, 36.65828934, 37.45019967]), array([72.41575237, 73.24458756, 74.07342275, 74.90225794, 75.73109313,
       76.55992832, 77.38876352, 78.21759871, 79.0464339 , 79.87526909,
       80.70410428, 81.53293947, 82.36177467])]",16.57670383547099,2.0,35,10,Lin,pre
"[401.52, 401.57, 401.62, 401.67, 401.72, 401.77000000000004, 401.82000000000005, 401.87, 401.92, 401.97, 402.02, 402.07, 402.12, 402.17, 402.22, 402.27000000000004, 402.32000000000005]","[array([53.78416954, 54.89335721, 56.00386929, 57.11567201, 58.22873087,
       59.34301419, 60.45849308, 61.57513886, 62.69292159, 63.8118147 ,
       64.93179361, 66.05283454, 67.174911  , 68.2980004 , 69.42208162,
       70.5471347 , 71.67313643]), array([70.4914293 , 71.75068695, 73.00994459, 74.26920223, 75.52845988,
       76.78771752, 78.04697517, 79.30623281, 80.56549046, 81.8247481 ,
       83.08400575, 84.34326339, 85.60252104, 86.86177868, 88.12103633,
       89.38029397, 90.63955162])]",25.18515289392134,2.0,36,10,Lin,pre
"[403.52, 403.57, 403.62, 403.67, 403.72, 403.77000000000004, 403.82000000000005, 403.87, 403.92, 403.97, 404.02, 404.07, 404.12, 404.17, 404.22, 404.27000000000004, 404.32000000000005, 404.37, 404.42, 404.47, 404.52, 404.57, 404.62, 404.67, 404.72, 404.77000000000004, 404.82000000000005, 404.87, 404.92, 404.97, 405.02, 405.07, 405.12]","[array([21.47939542, 21.84313948, 22.22729268, 22.63021086, 23.0504591 ,
       23.48677719, 23.93804827, 24.40328105, 24.88158906, 25.37217634,
       25.87432226, 26.38737608, 26.91074536, 27.44389047, 27.98631464,
       28.53756403, 29.0972198 , 29.66489643, 30.24023461, 30.82290295,
       31.41259269, 32.00901683, 32.61190626, 33.22100976, 33.83609222,
       34.45693312, 35.08332517, 35.71507211, 36.35199026, 36.9939057 ,
       37.64065516, 38.29208142, 38.94803799]), array([45.39376511, 46.47670441, 47.5596437 , 48.642583  , 49.72552229,
       50.80846158, 51.89140088, 52.97434017, 54.05727946, 55.14021876,
       56.22315805, 57.30609735, 58.38903664, 59.47197593, 60.55491523,
       61.63785452, 62.72079381, 63.80373311, 64.8866724 , 65.96961169,
       67.05255099, 68.13549028, 69.21842958, 70.30136887, 71.38430816,
       72.46724746, 73.55018675, 74.63312604, 75.71606534, 76.79900463,
       77.88194393, 78.96488322, 80.04782251])]",21.658785874023025,16.12070482487521,37,10,Lin,pre
"[410.32000000000005, 410.37, 410.42, 410.47, 410.52, 410.57, 410.62, 410.67, 410.72]","[array([61.55038419, 62.31048746, 63.07199532, 63.83486568, 64.59905698,
       65.36453139, 66.13125192, 66.89918587, 67.66829754]), array([74.59754568, 75.49441324, 76.39128079, 77.28814834, 78.1850159 ,
       79.08188345, 79.978751  , 80.87561855, 81.77248611])]",17.937351059120484,2.0,38,10,Lin,pre
"[413.32000000000005, 413.37, 413.42, 413.47, 413.52, 413.57, 413.62, 413.67, 413.72, 413.77000000000004, 413.82000000000005, 413.87, 413.92, 413.97, 414.02, 414.07, 414.12]","[array([48.84637665, 49.19648219, 49.57021338, 49.9654053 , 50.38020332,
       50.81300764, 51.26241968, 51.72721724, 52.20632016, 52.69877102,
       53.20370944, 53.72036806, 54.24805347, 54.78614039, 55.33405592,
       55.89128132, 56.45734092]), array([69.71905885, 70.79524344, 71.87142804, 72.94761264, 74.02379723,
       75.09998183, 76.17616642, 77.25235102, 78.32853561, 79.40472021,
       80.4809048 , 81.5570894 , 82.633274  , 83.70945859, 84.78564319,
       85.86182778, 86.93801238])]",21.52369191096511,14.327315307526495,39,10,Lin,pre
"[414.72, 414.77000000000004, 414.82000000000005, 414.87, 414.92, 414.97, 415.02, 415.07, 415.12, 415.17, 415.22, 415.27000000000004, 415.32000000000005, 415.37, 415.42, 415.47, 415.52, 415.57, 415.62, 415.67, 415.72]","[array([54.74422465, 55.36681046, 55.99784834, 56.63653321, 57.28218065,
       57.93420359, 58.59209062, 59.25539641, 59.92372907, 60.59674287,
       61.27412972, 61.95561194, 62.64094169, 63.32989488, 64.02227051,
       64.71788081, 65.41655801, 66.11814675, 66.82250809, 67.52950767,
       68.23902589]), array([61.61113511, 62.48317098, 63.35520684, 64.22724271, 65.09927857,
       65.97131444, 66.8433503 , 67.71538617, 68.58742203, 69.4594579 ,
       70.33149376, 71.20352962, 72.07556549, 72.94760135, 73.81963722,
       74.69167308, 75.56370895, 76.43574481, 77.30778068, 78.17981654,
       79.05185241])]",17.440717293611186,2.0,40,10,Lin,pre
"[438.12, 438.17, 438.22, 438.27000000000004, 438.32000000000005, 438.37, 438.42, 438.47, 438.52]","[array([68.68925753, 69.56425455, 70.44854162, 71.34125912, 72.24167266,
       73.14914987, 74.0631383 , 74.98315437, 75.90877169]), array([76.73608075, 77.89387065, 79.05166055, 80.20945045, 81.36724036,
       82.52503026, 83.68282016, 84.84061006, 85.99839996])]",23.155798036300965,2.0,41,10,Lin,pre
"[450.52, 450.57, 450.62, 450.67, 450.72, 450.77000000000004, 450.82000000000005, 450.87, 450.92, 450.97, 451.02, 451.07, 451.12, 451.17, 451.22, 451.27000000000004, 451.32000000000005, 451.37, 451.42, 451.47, 451.52, 451.57, 451.62, 451.67, 451.72, 451.77000000000004, 451.82000000000005, 451.87, 451.92, 451.97, 452.02, 452.07, 452.12]","[array([35.06143955, 34.44685078, 34.81302708, 35.41544325, 36.14239068,
       36.94956272, 37.81398231, 38.72191399, 39.66436724, 40.63507905,
       41.62947537, 42.64410028, 43.6762635 , 44.72382358, 45.78504048,
       46.85848018, 47.94294421, 49.03741787, 50.14103165, 51.25303578,
       52.3727781 , 53.49968779, 54.6332589 , 55.77304313, 56.91864016,
       58.06969184, 59.22587534, 60.38689646, 61.55248958, 62.72241226,
       63.89644513, 65.07438178, 66.25603611]), array([35.68345273, 37.09413865, 38.50482456, 39.91551047, 41.32619638,
       42.73688229, 44.1475682 , 45.55825412, 46.96894003, 48.37962594,
       49.79031185, 51.20099776, 52.61168368, 54.02236959, 55.4330555 ,
       56.84374141, 58.25442732, 59.66511323, 61.07579915, 62.48648506,
       63.89717097, 65.30785688, 66.71854279, 68.1292287 , 69.53991462,
       70.95060053, 72.36128644, 73.77197235, 75.18265826, 76.59334417,
       78.00403009, 79.414716  , 80.82540191])]",28.213718233959735,2.3468157024994682,42,10,Lin,pre
"[473.52000000000004, 473.57000000000005, 473.62, 473.67, 473.72, 473.77000000000004, 473.82000000000005, 473.87, 473.92, 473.97, 474.02, 474.07, 474.12, 474.17, 474.22, 474.27000000000004, 474.32000000000005, 474.37000000000006, 474.4200000000001, 474.47, 474.52000000000004, 474.57000000000005, 474.62, 474.67, 474.72]","[array([60.5625997 , 60.33686618, 60.34433438, 60.46769058, 60.66383532,
       60.91118058, 61.19707604, 61.51335766, 61.85438948, 62.21609047,
       62.59538724, 62.98990412, 63.39775483, 63.81741527, 64.24762605,
       64.68734052, 65.13567461, 65.59187477, 66.05528657, 66.5253448 ,
       67.00155356, 67.48347767, 67.97072866, 68.46295999, 68.959862  ]), array([62.6084534 , 63.32605449, 64.04365558, 64.76125667, 65.47885776,
       66.19645885, 66.91405994, 67.63166103, 68.34926212, 69.06686321,
       69.7844643 , 70.50206539, 71.21966648, 71.93726757, 72.65486866,
       73.37246975, 74.09007084, 74.80767193, 75.52527302, 76.24287411,
       76.9604752 , 77.67807629, 78.39567738, 79.11327847, 79.83087956])]",14.352021799893336,3.309453846868678,43,10,Lin,pre
"[475.32000000000005, 475.37000000000006, 475.4200000000001, 475.47, 475.52000000000004, 475.57000000000005, 475.62, 475.67, 475.72, 475.77000000000004, 475.82000000000005, 475.87, 475.92, 475.97, 476.02, 476.07, 476.12, 476.17, 476.22, 476.27000000000004, 476.32000000000005]","[array([49.61394897, 49.03273397, 48.75046448, 48.66071588, 48.70832798,
       48.86032754, 49.09513888, 49.39773259, 49.757139  , 50.16506382,
       50.615051  , 51.10196344, 51.62163118, 52.17061524, 52.74603537,
       53.34545783, 53.96680067, 54.60826754, 55.26829037, 55.94549838,
       56.63868106]), array([58.46045862, 59.81810107, 61.17574353, 62.53338599, 63.89102845,
       65.24867091, 66.60631337, 67.96395583, 69.32159828, 70.67924074,
       72.0368832 , 73.39452566, 74.75216812, 76.10981058, 77.46745303,
       78.82509549, 80.18273795, 81.54038041, 82.89802287, 84.25566533,
       85.61330778])]",27.15284916806431,14.018207182161875,44,10,Lin,pre
"[481.32000000000005, 481.37000000000006, 481.4200000000001, 481.47, 481.52000000000004, 481.57000000000005, 481.62, 481.67, 481.72, 481.77000000000004, 481.82000000000005, 481.87, 481.92, 481.97, 482.02, 482.07, 482.12, 482.17, 482.22, 482.27000000000004, 482.32000000000005, 482.37000000000006, 482.4200000000001, 482.47, 482.52000000000004, 482.57000000000005, 482.62, 482.67, 482.72]","[array([50.44599417, 51.01975983, 51.59690251, 52.1772302 , 52.76057066,
       53.3467658 , 53.93567336, 54.52715796, 55.12109838, 55.71738102,
       56.31590417, 56.91656785, 57.51928309, 58.1239651 , 58.73053815,
       59.33892603, 59.94906102, 60.5608781 , 61.17431855, 61.78932364,
       62.40583972, 63.02381594, 63.64320511, 64.26396184, 64.88604207,
       65.50940545, 66.13401284, 66.75982922, 67.38681732]), array([58.98557   , 59.73251762, 60.47946524, 61.22641287, 61.97336049,
       62.72030811, 63.46725573, 64.21420335, 64.96115098, 65.7080986 ,
       66.45504622, 67.20199384, 67.94894146, 68.69588909, 69.44283671,
       70.18978433, 70.93673195, 71.68367957, 72.4306272 , 73.17757482,
       73.92452244, 74.67147006, 75.41841768, 76.16536531, 76.91231293,
       77.65926055, 78.40620817, 79.15315579, 79.90010342])]",14.938952440264215,2.0,45,10,Lin,pre
